name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-130 b,1042,1.04 Earths,11.825,2014
Kepler-130 c,1042,8.75 Earths,11.825,2014
Kepler-130 d,1042,3.33 Earths,11.825,2014
Kepler-1303 b,2952,2.6 Earths,14.616,2016
Kepler-1304 b,2225,5.86 Earths,15.045,2016
Kepler-1305 b,4381,4.19 Earths,15.714,2016
Kepler-1306 b,3686,4.31 Earths,15.212,2016
Kepler-1307 b,4554,6.66 Earths,15.38,2016
Kepler-1308 b,238,0.0933 Earths,14.474,2016
Kepler-1309 b,2756,6.21 Earths,16.187,2016
Kepler-130 b,1042,1.04 Earths,11.825,2014
Kepler-130 c,1042,8.75 Earths,11.825,2014
Kepler-130 d,1042,3.33 Earths,11.825,2014
Kepler-1319 b,372,2.36 Earths,14.222,2016
Kepler-131 b,751,16.13 Earths,11.49,2014
Kepler-131 c,751,8.25 Earths,11.49,2014
Kepler-1320 b,2515,3.53 Earths,15.905,2016
Kepler-1321 b,1784,21.5 Earths,16.928,2016
Kepler-1321 c,1784,6.35 Earths,16.928,2016
Kepler-1322 b,3970,3.22 Earths,15.775,2016
Kepler-1323 b,1729,2.92 Earths,12.344,2016
Kepler-1324 b,1703,2.89 Earths,15.134,2016
Kepler-1325 b,3115,8.55 Earths,15.129,2016
Kepler-1326 b,2968,16.3 Earths,12.741,2016
Kepler-1327 b,2244,3.89 Earths,13.884,2016
Kepler-1328 b,2055,0.904 Earths,13.803,2016
Kepler-1329 b,2035,5.35 Earths,15.85,2016
Kepler-132 b,988,1.92 Earths,11.818,2014
Kepler-132 c,988,2.18 Earths,11.818,2014
Kepler-132 d,988,3.02 Earths,11.818,2014
Kepler-132 e,988,1.76 Earths,11.818,2016
Kepler-1330 b,3063,3.36 Earths,14.945,2016
Kepler-1331 b,1191,1.16 Earths,15.032,2016
Kepler-1332 b,1680,2.45 Earths,13.795,2016
Kepler-1333 b,3125,8.3 Earths,15.171,2016
Kepler-1334 b,3415,5.86 Earths,15.171,2016
Kepler-1335 b,2049,2.7 Earths,15.304,2016
Kepler-1336 b,2681,4.58 Earths,14.038,2016
Kepler-1336 c,2681,3.57 Earths,14.038,2016
Kepler-1337 b,1918,6.39 Earths,15.817,2016
Kepler-1338 b,2019,0.721 Earths,13.574,2016
Kepler-1339 b,871,0.285 Earths,12.123,2016
Kepler-133 b,2170,3.75 Earths,12.841,2014
Kepler-1332 b,1680,2.45 Earths,13.795,2016
Kepler-1333 b,3125,8.3 Earths,15.171,2016
Kepler-1334 b,3415,5.86 Earths,15.171,2016
Kepler-1335 b,2049,2.7 Earths,15.304,2016
Kepler-1336 b,2681,4.58 Earths,14.038,2016
Kepler-1336 c,2681,3.57 Earths,14.038,2016
Kepler-1337 b,1918,6.39 Earths,15.817,2016
Kepler-1338 b,2019,0.721 Earths,13.574,2016
Kepler-1339 b,871,0.285 Earths,12.123,2016
Kepler-133 b,2170,3.75 Earths,12.841,2014
Kepler-1349 b,848,0.271 Earths,11.082,2016
Kepler-134 b,1103,4.66 Earths,12.222,2014
Kepler-134 c,1103,2.13 Earths,12.222,2014
Kepler-1350 b,1142,6.9 Earths,16.233,2016
Kepler-1350 c,1142,3.64 Earths,16.233,2016
Kepler-1351 b,786,0.208 Earths,14.087,2016
Kepler-1352 b,2078,0.64 Earths,13.25,2016
Kepler-1353 b,1944,3.89 Earths,15.506,2016
Kepler-1354 b,3448,9.11 Earths,14.369,2016
Kepler-1355 b,3141,2.73 Earths,15.452,2016
Kepler-1349 b,848,0.271 Earths,11.082,2016
Kepler-134 b,1103,4.66 Earths,12.222,2014
Kepler-134 c,1103,2.13 Earths,12.222,2014
Kepler-1350 b,1142,6.9 Earths,16.233,2016
Kepler-1350 c,1142,3.64 Earths,16.233,2016
Kepler-1351 b,786,0.208 Earths,14.087,2016
Kepler-1352 b,2078,0.64 Earths,13.25,2016
Kepler-1353 b,1944,3.89 Earths,15.506,2016
Kepler-1354 b,3448,9.11 Earths,14.369,2016
Kepler-1355 b,3141,2.73 Earths,15.452,2016
Kepler-1356 b,2874,2.96 Earths,15.72,2016
Kepler-1357 b,3347,2.18 Earths,15.22,2016
Kepler-1358 b,1820,1.46 Earths,14.54,2016
Kepler-1359 b,2182,8.4 Earths,15.753,2016
Kepler-135 b,2065,3.93 Earths,12.679,2014
Kepler-135 c,2065,1.65 Earths,12.679,2014
Kepler-1360 b,4583,11.5 Earths,13.88,2016
Kepler-1361 b,1318,0.566 Earths,13.917,2016
Kepler-1362 b,2502,7.27 Earths,15.825,2016
Kepler-1363 b,1823,2.1 Earths,15.292,2016
Kepler-1364 b,3748,5.27 Earths,13.186,2016
Kepler-1365 b,1765,0.721 Earths,13.38,2016
Kepler-1365 c,1765,0.437 Earths,13.38,2016
Kepler-1366 b,1288,2.63 Earths,15.889,2016
Kepler-1367 b,1165,0.721 Earths,15.558,2016
Kepler-1368 b,5709,3.36 Earths,15.873,2016
Kepler-1369 b,4032,7.7 Earths,15.35,2016
Kepler-136 b,1389,19.8 Earths,11.754,2014
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1364 b,3748,5.27 Earths,13.186,2016
Kepler-1365 b,1765,0.721 Earths,13.38,2016
Kepler-1365 c,1765,0.437 Earths,13.38,2016
Kepler-1366 b,1288,2.63 Earths,15.889,2016
Kepler-1367 b,1165,0.721 Earths,15.558,2016
Kepler-1368 b,5709,3.36 Earths,15.873,2016
Kepler-1369 b,4032,7.7 Earths,15.35,2016
Kepler-136 b,1389,19.8 Earths,11.754,2014
Kepler-136 c,1389,4.62 Earths,11.754,2014
Kepler-1370 b,2864,4.04 Earths,13.674,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-1385 b,1719,0.543 Earths,12.844,2016
Kepler-1386 b,2734,2.07 Earths,14.417,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-1385 b,1719,0.543 Earths,12.844,2016
Kepler-1386 b,2734,2.07 Earths,14.417,2016
Kepler-1387 b,1602,0.749 Earths,14.58,2016
Kepler-1388 b,1605,7.22 Earths,16.294,2016
Kepler-1388 c,1605,5.73 Earths,16.294,2016
Kepler-1388 d,1605,8.55 Earths,16.294,2016
Kepler-1388 e,1605,6.62 Earths,16.294,2016
Kepler-1389 b,1700,3.78 Earths,14.684,2016
Kepler-138 b,219,0.066 Earths,12.472,2014
Kepler-138 c,219,1.97 Earths,12.472,2014
Kepler-138 d,219,0.64 Earths,12.472,2014
Kepler-1390 b,2479,1.76 Earths,14.402,2016
Kepler-1391 b,2352,3.46 Earths,13.828,2016
Kepler-1392 b,3644,4.5 Earths,15.666,2016
Kepler-1393 b,1507,0.437 Earths,13.332,2016
Kepler-1394 b,2675,2.51 Earths,11.714,2016
Kepler-1395 b,1654,0.437 Earths,12.536,2016
Kepler-1396 b,4032,4.94 Earths,14.527,2016
Kepler-1397 b,2512,3.61 Earths,14.091,2016
Kepler-1398 b,2587,0.666 Earths,13.66,2016
Kepler-1398 c,2587,1.08 Earths,13.66,2016
Kepler-1399 b,4097,2.1 Earths,15.507,2016
Kepler-139 b,1290,8.96 Earths,12.677,2014
Kepler-139 c,1290,11.4 Earths,12.677,2014
Kepler-1400 b,2867,3.26 Earths,15.713,2016
Kepler-1401 b,4051,3.46 Earths,14.972,2016
Kepler-1402 b,2221,0.363 Earths,14.608,2016
Kepler-1403 b,5875,5.22 Earths,15.591,2016
Kepler-1404 b,3086,4.7 Earths,15.703,2016
Kepler-1405 b,5236,14.9 Earths,15.818,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1414 b,1742,2.04 Earths,14.861,2016
Kepler-1415 b,3477,2.21 Earths,15.721,2016
Kepler-1416 b,2632,0.615 Earths,14.226,2016
Kepler-1417 b,2140,0.972 Earths,13.858,2016
Kepler-1418 b,1628,3.39 Earths,15.281,2016
Kepler-1419 b,4710,8.55 Earths,15.718,2016
Kepler-141 b,991,0.257 Earths,13.421,2014
Kepler-141 c,991,2.57 Earths,13.421,2014
Kepler-1420 b,3011,2.18 Earths,15.849,2016
Kepler-1421 b,2202,0.749 Earths,12.726,2016
Kepler-1422 b,6788,4.74 Earths,15.619,2016
Kepler-1423 b,1465,1.2 Earths,14.558,2016
Kepler-1424 b,2022,1.65 Earths,13.592,2016
Kepler-1425 b,1628,0.779 Earths,13.563,2016
Kepler-1426 b,3950,3.05 Earths,15.166,2016
Kepler-1427 b,3980,1.37 Earths,15.482,2016
Kepler-1428 b,2616,3.33 Earths,13.523,2016
Kepler-1429 b,3771,2.21 Earths,14.832,2016
Kepler-142 b,1819,4.62 Earths,13.197,2014
Kepler-142 c,1819,8.55 Earths,13.197,2014
Kepler-142 d,1819,5.31 Earths,13.197,2014
Kepler-1430 b,1765,1.76 Earths,15.282,2016
Kepler-1431 b,4143,2.76 Earths,15.271,2016
Kepler-1432 b,5063,5.56 Earths,15.37,2016
Kepler-1433 b,4332,3.05 Earths,14.826,2016
Kepler-1434 b,2218,1.41 Earths,12.042,2016
Kepler-1435 b,2221,0.566 Earths,12.869,2016
Kepler-1436 b,3725,2.27 Earths,14.91,2016
Kepler-1437 b,3856,2.45 Earths,15.661,2016
Kepler-1438 b,2825,0.779 Earths,14.861,2016
Kepler-1439 b,701,2.73 Earths,16.098,2016
Kepler-143 b,2703,6.39 Earths,13.706,2014
Kepler-143 c,2703,11.3 Earths,13.706,2014
Kepler-1440 b,2234,2.13 Earths,14.102,2016
Kepler-1441 b,2450,2.27 Earths,14.257,2016
Kepler-1442 b,1713,14.7 Earths,12.03,2016
Kepler-1443 b,1549,0.871 Earths,12.212,2016
Kepler-1444 b,1109,5.39 Earths,12.258,2016
Kepler-1445 b,1572,0.84 Earths,12.418,2016
Kepler-1446 b,528,0.477 Earths,12.409,2016
Kepler-1447 b,2841,8.75 Earths,14.664,2016
Kepler-1448 b,2564,3.22 Earths,14.38,2016
Kepler-143 c,2703,11.3 Earths,13.706,2014
Kepler-1440 b,2234,2.13 Earths,14.102,2016
Kepler-1441 b,2450,2.27 Earths,14.257,2016
Kepler-1442 b,1713,14.7 Earths,12.03,2016
Kepler-1443 b,1549,0.871 Earths,12.212,2016
Kepler-1444 b,1109,5.39 Earths,12.258,2016
Kepler-1445 b,1572,0.84 Earths,12.418,2016
Kepler-1446 b,528,0.477 Earths,12.409,2016
Kepler-1447 b,2841,8.75 Earths,14.664,2016
Kepler-1448 b,2564,3.22 Earths,14.38,2016
Kepler-1449 b,4309,3.46 Earths,15.031,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1449 b,4309,3.46 Earths,15.031,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-1458 b,2094,8.05 Earths,14.2,2016
Kepler-1459 b,1419,2.42 Earths,14.552,2016
Kepler-145 b,1879,37.1 Earths,11.875,2013
Kepler-145 c,1879,0.25 Jupiters,11.875,2013
Kepler-1460 b,1872,4.5 Earths,15.919,2016
Kepler-1461 b,2453,4.78 Earths,15.695,2016
Kepler-1462 b,4462,14 Earths,15.856,2016
Kepler-1463 b,4374,4.12 Earths,15.724,2016
Kepler-1464 b,2257,3.39 Earths,14.13,2016
Kepler-1464 c,2257,0.972 Earths,14.13,2016
Kepler-1465 b,1142,3.78 Earths,14.42,2016
Kepler-1466 b,2238,3.02 Earths,13.869,2016
Kepler-1467 b,2903,10.9 Earths,15.521,2016
Kepler-1468 b,3686,3.64 Earths,14.952,2016
Kepler-1468 c,3686,1.6 Earths,14.952,2016
Kepler-1469 b,4094,8.25 Earths,15.989,2016
Kepler-146 b,2387,13.3 Earths,13.803,2014
Kepler-146 c,2387,9.96 Earths,13.803,2014
Kepler-1470 b,1856,1.24 Earths,15.044,2016
Kepler-1464 c,2257,0.972 Earths,14.13,2016
Kepler-1465 b,1142,3.78 Earths,14.42,2016
Kepler-1466 b,2238,3.02 Earths,13.869,2016
Kepler-1467 b,2903,10.9 Earths,15.521,2016
Kepler-1468 b,3686,3.64 Earths,14.952,2016
Kepler-1468 c,3686,1.6 Earths,14.952,2016
Kepler-1469 b,4094,8.25 Earths,15.989,2016
Kepler-146 b,2387,13.3 Earths,13.803,2014
Kepler-146 c,2387,9.96 Earths,13.803,2014
Kepler-1470 b,1856,1.24 Earths,15.044,2016
Kepler-147 c,3503,6.48 Earths,13.915,2014
Kepler-1480 b,1761,3.43 Earths,14.482,2016
Kepler-1481 b,1608,2.04 Earths,14.743,2016
Kepler-1482 b,1442,1.01 Earths,13.73,2016
Kepler-1483 b,4329,2.92 Earths,14.423,2016
Kepler-1484 b,3572,5.1 Earths,15.247,2016
Kepler-1485 b,1794,2.76 Earths,13.18,2016
Kepler-1486 b,4779,5.99 Earths,15.294,2016
Kepler-1487 b,3569,5.18 Earths,13.451,2016
Kepler-1488 b,2016,4.12 Earths,13.077,2016
Kepler-147 c,3503,6.48 Earths,13.915,2014
Kepler-1480 b,1761,3.43 Earths,14.482,2016
Kepler-1481 b,1608,2.04 Earths,14.743,2016
Kepler-1482 b,1442,1.01 Earths,13.73,2016
Kepler-1483 b,4329,2.92 Earths,14.423,2016
Kepler-1484 b,3572,5.1 Earths,15.247,2016
Kepler-1485 b,1794,2.76 Earths,13.18,2016
Kepler-1486 b,4779,5.99 Earths,15.294,2016
Kepler-1487 b,3569,5.18 Earths,13.451,2016
Kepler-1488 b,2016,4.12 Earths,13.077,2016
Kepler-147 c,3503,6.48 Earths,13.915,2014
Kepler-1480 b,1761,3.43 Earths,14.482,2016
Kepler-1481 b,1608,2.04 Earths,14.743,2016
Kepler-1482 b,1442,1.01 Earths,13.73,2016
Kepler-1483 b,4329,2.92 Earths,14.423,2016
Kepler-1484 b,3572,5.1 Earths,15.247,2016
Kepler-1485 b,1794,2.76 Earths,13.18,2016
Kepler-1486 b,4779,5.99 Earths,15.294,2016
Kepler-1487 b,3569,5.18 Earths,13.451,2016
Kepler-1488 b,2016,4.12 Earths,13.077,2016
Kepler-1496 b,4218,5.56 Earths,14.682,2016
Kepler-1497 b,3660,3.39 Earths,15.376,2016
Kepler-1498 b,2414,2.33 Earths,15.1,2016
Kepler-1499 b,1011,1.81 Earths,13.516,2016
Kepler-149 b,1894,16.5 Earths,14.019,2014
Kepler-149 c,1894,3.22 Earths,14.019,2014
Kepler-149 d,1894,14.9 Earths,14.019,2014
Kepler-14 b,3197,8.4 Jupiters,12.128,2011
Kepler-1500 b,2949,1.87 Earths,14.58,2016
Kepler-1501 b,2897,3.05 Earths,13.646,2016
Kepler-1496 b,4218,5.56 Earths,14.682,2016
Kepler-1497 b,3660,3.39 Earths,15.376,2016
Kepler-1498 b,2414,2.33 Earths,15.1,2016
Kepler-1499 b,1011,1.81 Earths,13.516,2016
Kepler-149 b,1894,16.5 Earths,14.019,2014
Kepler-149 c,1894,3.22 Earths,14.019,2014
Kepler-149 d,1894,14.9 Earths,14.019,2014
Kepler-14 b,3197,8.4 Jupiters,12.128,2011
Kepler-1500 b,2949,1.87 Earths,14.58,2016
Kepler-1501 b,2897,3.05 Earths,13.646,2016
Kepler-150 d,2983,8.2 Earths,14.974,2014
Kepler-150 e,2983,9.91 Earths,14.974,2014
Kepler-150 f,2983,12.9 Earths,14.974,2017
Kepler-1510 b,5268,11.2 Earths,15.142,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1270,5.28 Jupiters,11.829,2016
Kepler-1514 c,1270,1.74 Earths,11.829,2020
Kepler-1515 b,1644,0.208 Jupiters,11.998,2016
Kepler-150 d,2983,8.2 Earths,14.974,2014
Kepler-150 e,2983,9.91 Earths,14.974,2014
Kepler-150 f,2983,12.9 Earths,14.974,2017
Kepler-1510 b,5268,11.2 Earths,15.142,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1270,5.28 Jupiters,11.829,2016
Kepler-1514 c,1270,1.74 Earths,11.829,2020
Kepler-1515 b,1644,0.208 Jupiters,11.998,2016
Kepler-1524 b,1651,12.3 Earths,12.7,2016
Kepler-1525 b,1292,0.693 Earths,12.692,2016
Kepler-1526 b,1879,6.48 Earths,15.655,2016
Kepler-1527 b,5089,20.4 Earths,15.078,2016
Kepler-1528 b,2988,2.73 Earths,14.476,2016
Kepler-1529 b,2228,5.06 Earths,15.388,2016
Kepler-152 b,1457,8.2 Earths,14.244,2014
Kepler-152 c,1457,6.3 Earths,14.244,2014
Kepler-1530 b,1801,3.33 Earths,14.005,2016
Kepler-1530 c,1801,3.36 Earths,14.005,2016
Kepler-1531 b,2186,1.41 Earths,13.171,2016
Kepler-1532 b,2688,2.39 Earths,14.803,2016
Kepler-1533 b,2779,11.8 Earths,13.168,2016
Kepler-1534 b,3611,4.23 Earths,16.235,2016
Kepler-1535 b,2867,7.04 Earths,14.18,2016
Kepler-1536 b,1308,10 Earths,15.141,2016
Kepler-1537 b,1641,1.76 Earths,14.546,2016
Kepler-1538 b,4211,8.35 Earths,15.228,2016
Kepler-1539 b,2570,7.75 Earths,15.309,2016
Kepler-153 b,1519,8.85 Earths,14.249,2014
Kepler-1531 b,2186,1.41 Earths,13.171,2016
Kepler-1532 b,2688,2.39 Earths,14.803,2016
Kepler-1533 b,2779,11.8 Earths,13.168,2016
Kepler-1534 b,3611,4.23 Earths,16.235,2016
Kepler-1535 b,2867,7.04 Earths,14.18,2016
Kepler-1536 b,1308,10 Earths,15.141,2016
Kepler-1537 b,1641,1.76 Earths,14.546,2016
Kepler-1538 b,4211,8.35 Earths,15.228,2016
Kepler-1539 b,2570,7.75 Earths,15.309,2016
Kepler-153 b,1519,8.85 Earths,14.249,2014
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-154 f,3066,2.86 Earths,14.512,2016
Kepler-1550 b,3921,9.38 Earths,14.884,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-154 f,3066,2.86 Earths,14.512,2016
Kepler-1550 b,3921,9.38 Earths,14.884,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-154 f,3066,2.86 Earths,14.512,2016
Kepler-1550 b,3921,9.38 Earths,14.884,2016
Kepler-155 c,966,5.65 Earths,14.24,2014
Kepler-1560 b,1726,0.64 Earths,13.385,2016
Kepler-1561 b,3239,1.32 Earths,14.648,2016
Kepler-1562 b,4290,12.3 Earths,15.273,2016
Kepler-1563 b,1784,0.347 Earths,13.568,2016
Kepler-1564 b,2844,2.76 Earths,14.953,2016
Kepler-1565 b,2143,1.81 Earths,15.432,2016
Kepler-1566 b,1667,0.418 Earths,14.312,2016
Kepler-1567 b,3999,7.9 Earths,15.632,2016
Kepler-1568 b,2880,2.24 Earths,13.945,2016
Kepler-155 c,966,5.65 Earths,14.24,2014
Kepler-1560 b,1726,0.64 Earths,13.385,2016
Kepler-1561 b,3239,1.32 Earths,14.648,2016
Kepler-1562 b,4290,12.3 Earths,15.273,2016
Kepler-1563 b,1784,0.347 Earths,13.568,2016
Kepler-1564 b,2844,2.76 Earths,14.953,2016
Kepler-1565 b,2143,1.81 Earths,15.432,2016
Kepler-1566 b,1667,0.418 Earths,14.312,2016
Kepler-1567 b,3999,7.9 Earths,15.632,2016
Kepler-1568 b,2880,2.24 Earths,13.945,2016
Kepler-1569 b,3425,3.46 Earths,13.932,2016
Kepler-156 b,1465,5.9 Earths,14.156,2014
Kepler-156 c,1465,7.04 Earths,14.156,2014
Kepler-1570 b,1510,1.24 Earths,13.97,2016
Kepler-1571 b,2616,2.92 Earths,13.77,2016
Kepler-1572 b,1957,0.779 Earths,13.718,2016
Kepler-1573 b,3849,1.87 Earths,15.169,2016
Kepler-1574 b,4159,2.21 Earths,15.094,2016
Kepler-1575 b,3817,2.27 Earths,15.418,2016
Kepler-1576 b,1758,1.12 Earths,13.335,2016
Kepler-1577 b,1771,1.51 Earths,15.057,2016
Kepler-1578 b,3314,1.12 Earths,15.328,2016
Kepler-1579 b,1520,0.52 Earths,15.248,2016
Kepler-157 b,2581,2.3 Earths,14.037,2014
Kepler-157 c,2581,5.65 Earths,14.037,2014
Kepler-157 d,2581,2.73 Earths,14.037,2016
Kepler-1580 b,2844,5.1 Earths,12.576,2016
Kepler-1581 b,1445,0.437 Earths,12.353,2016
Kepler-1582 b,365,2.83 Earths,16.414,2016
Kepler-1583 b,1165,0.156 Earths,12.841,2016
Kepler-1584 b,4322,3.22 Earths,14.884,2016
Kepler-1585 b,4139,3.86 Earths,15.977,2016
Kepler-1586 b,2818,2.92 Earths,13.056,2016
Kepler-1587 b,2959,2.33 Earths,14.032,2016
Kepler-1588 b,2146,0.363 Earths,13.821,2016
Kepler-1589 b,4626,1.32 Earths,14.965,2016
Kepler-158 b,1038,5.14 Earths,14.417,2014
Kepler-158 c,1038,4.27 Earths,14.417,2014
Kepler-1590 b,2936,1.55 Earths,14.077,2016
Kepler-1591 b,3556,2.15 Earths,14.658,2016
Kepler-1592 b,4400,2.99 Earths,14.786,2016
Kepler-1593 b,2463,10.2 Earths,15.884,2016
Kepler-1594 b,3588,1.2 Earths,14.741,2016
Kepler-1595 b,2743,2.04 Earths,15.401,2016
Kepler-1596 b,3803,4.27 Earths,15.366,2016
Kepler-1597 b,4094,1.2 Earths,14.115,2016
Kepler-1598 b,2394,0.809 Earths,13.814,2016
Kepler-1599 b,3275,3.26 Earths,14.902,2016
Kepler-159 b,1232,6.26 Earths,14.888,2014
Kepler-159 c,1232,11.5 Earths,14.888,2014
Kepler-15 b,2464,0.66 Jupiters,13.714,2011
Kepler-1600 b,3236,9.96 Earths,15.814,2016
Kepler-1601 b,2153,0.477 Earths,13.678,2016
Kepler-1602 b,2659,2.36 Earths,13.301,2016
Kepler-1603 b,5712,2.21 Earths,15.34,2016
Kepler-1604 b,1833,2.57 Earths,14.899,2016
Kepler-1605 b,731,1.28 Earths,12.413,2016
Kepler-1606 b,2871,4.94 Earths,15.106,2016
Kepler-1607 b,2398,0.721 Earths,13.875,2016
Kepler-1608 b,2714,3.64 Earths,15.895,2016
Kepler-15 b,2464,0.66 Jupiters,13.714,2011
Kepler-1600 b,3236,9.96 Earths,15.814,2016
Kepler-1601 b,2153,0.477 Earths,13.678,2016
Kepler-1602 b,2659,2.36 Earths,13.301,2016
Kepler-1603 b,5712,2.21 Earths,15.34,2016
Kepler-1604 b,1833,2.57 Earths,14.899,2016
Kepler-1605 b,731,1.28 Earths,12.413,2016
Kepler-1606 b,2871,4.94 Earths,15.106,2016
Kepler-1607 b,2398,0.721 Earths,13.875,2016
Kepler-1608 b,2714,3.64 Earths,15.895,2016
Kepler-1616 b,2812,1.04 Earths,13.429,2016
Kepler-1617 b,2652,1.87 Earths,13.656,2016
Kepler-1618 b,4038,2.13 Earths,13.566,2016
Kepler-1619 b,1696,0.363 Earths,13.299,2016
Kepler-161 b,1436,12.1 Earths,14.192,2014
Kepler-161 c,1436,11.8 Earths,14.192,2014
Kepler-1620 b,2522,3.22 Earths,13.623,2016
Kepler-1621 b,4766,5.31 Earths,15.011,2016
Kepler-1622 b,3024,2.76 Earths,13.344,2016
Kepler-1623 b,3216,2.27 Earths,14.924,2016
Kepler-1616 b,2812,1.04 Earths,13.429,2016
Kepler-1617 b,2652,1.87 Earths,13.656,2016
Kepler-1618 b,4038,2.13 Earths,13.566,2016
Kepler-1619 b,1696,0.363 Earths,13.299,2016
Kepler-161 b,1436,12.1 Earths,14.192,2014
Kepler-161 c,1436,11.8 Earths,14.192,2014
Kepler-1620 b,2522,3.22 Earths,13.623,2016
Kepler-1621 b,4766,5.31 Earths,15.011,2016
Kepler-1622 b,3024,2.76 Earths,13.344,2016
Kepler-1623 b,3216,2.27 Earths,14.924,2016
Kepler-1624 b,649,27.6 Earths,15.668,2016
Kepler-1625 b,3957,30.6 Earths,15.763,2016
Kepler-1626 b,5604,4.74 Earths,14.224,2016
Kepler-1627 b,1014,13.2 Earths,13.049,2016
Kepler-1628 b,1148,33.8 Earths,16.953,2016
Kepler-1629 b,1272,0.381 Earths,12.714,2016
Kepler-162 b,2861,2.13 Earths,14.223,2014
Kepler-162 c,2861,9.43 Earths,14.223,2014
Kepler-1630 b,907,5.43 Earths,14.205,2016
Kepler-1631 b,3882,2.39 Earths,15.495,2016
